date,product_line,imp,clicks,spd,order7d,sales7d
12/9/2023,E,6364125,8832,17664,8832,741888
12/9/2023,G,3260044,5572,5572,5572,551628
12/9/2023,P,4299718,10374,20748,10374,7739004
12/10/2023,AC,30727,200,200,200,#NUM!
12/10/2023,AD,61301,387,387,387,14319
12/10/2023,C,6856486,9289,37156,9289,1932112
12/10/2023,E,8688226,27292,54584,27292,1501060
12/10/2023,G,3273773,716,716,716,6444
12/10/2023,P,4285733,8278,16556,8278,2839354
12/10/2023,Solidigm,2993,73,73,73,73
12/11/2023,AC,97989,64,128,64,#NUM!
12/11/2023,AD,802664,571,571,571,18843
12/11/2023,BE,804366,1787,1787,1787,243032
12/11/2023,C,850564,1208,3624,1208,112344
12/11/2023,E,9070867,5974,11948,5974,931944
12/11/2023,G,4943816,2503,2503,2503,2027430
12/11/2023,P,7322803,8478,25434,8478,2331450
12/11/2023,Solidigm,19762,162,162,162,162
12/12/2023,AC,42961,274,274,274,#NUM!
12/12/2023,AD,152042,660,660,660,8580
12/12/2023,C,2616692,2093,2093,2093,1082081
12/12/2023,E,5775466,25796,51592,25796,6681164
12/12/2023,G,1900922,4863,9726,4863,1765269
12/12/2023,P,13173686,19958,59874,19958,12134464
12/12/2023,Solidigm,20566,169,169,169,169
12/13/2023,AC,141543,287,287,287,#NUM!
12/13/2023,AD,240574,631,631,631,15144
12/13/2023,BE,640733,1703,1703,1703,18733
12/13/2023,C,2217887,10811,10811,10811,5416311
12/13/2023,E,5088411,18732,37464,18732,5975508
12/13/2023,G,701464,2927,5854,2927,576619
12/13/2023,P,3262540,14175,28350,14175,8249850
12/13/2023,Solidigm,893,167,167,167,167
12/14/2023,AC,77760,54,54,54,#NUM!
12/14/2023,AD,142209,562,562,562,20232
12/14/2023,C,2785076,12743,38229,12743,471491
12/14/2023,E,979642,22253,44506,22253,4673130
12/14/2023,G,3302158,4898,4898,4898,1905322
12/14/2023,P,9626834,25314,50628,25314,10606566
12/14/2023,Solidigm,24650,65,65,65,65
12/15/2023,AC,52104,238,238,238,#NUM!
12/15/2023,AD,507343,616,616,616,10472
12/15/2023,C,1004650,7008,14016,7008,868992
12/15/2023,E,9796976,7469,7469,7469,2838220
12/15/2023,G,208021,5320,5320,5320,4591160
12/15/2023,P,8789411,14529,29058,14529,4373229
12/15/2023,Solidigm,4988,16,16,16,16
12/16/2023,AC,108505,228,228,228,#NUM!
12/16/2023,AD,767584,812,812,812,32480
12/16/2023,C,3292104,2398,9592,2398,388476
12/16/2023,E,2686080,13640,13640,13640,1759560
12/16/2023,G,5969570,2719,5438,2719,2428067
12/16/2023,P,9388249,4293,4293,4293,3198285
12/16/2023,Solidigm,8135,89,89,89,89
12/17/2023,AC,21114,267,534,267,#NUM!
12/17/2023,AD,179334,421,421,421,3368
12/17/2023,C,8656617,8605,25815,8605,4577860
12/17/2023,E,8640485,29865,59730,29865,8690715
12/17/2023,G,1361056,2494,4988,2494,414004
12/17/2023,P,2863835,11433,22866,11433,7740141
12/17/2023,Solidigm,34173,76,76,76,76
12/18/2023,AC,20945,275,275,275,#NUM!
12/18/2023,AD,382784,253,253,253,1265
12/18/2023,C,6217621,3412,13648,3412,730168
12/18/2023,E,10605936,9152,9152,9152,3935360
12/18/2023,G,4517381,2819,2819,2819,273443
12/18/2023,P,7330611,14716,14716,14716,12479168
12/18/2023,Solidigm,21731,99,99,99,99
12/19/2023,AC,144767,242,242,242,#NUM!
12/19/2023,AD,303197,516,516,516,9804
12/19/2023,C,1470886,13947,13947,13947,1450488
12/19/2023,E,2250151,14064,28128,14064,3783216
12/19/2023,G,6497858,5300,10600,5300,5135700
12/19/2023,P,13446974,8638,17276,8638,5467854
12/19/2023,Solidigm,12801,33,33,33,33
12/20/2023,AC,63008,139,139,139,#NUM!
12/20/2023,AD,96568,259,259,259,4403
12/20/2023,BE,114722,1533,1533,1533,187026
12/20/2023,C,4166663,13016,26032,13016,4308296
12/20/2023,E,4413451,2178,4356,2178,222156
12/20/2023,G,5893660,1435,1435,1435,1211140
12/20/2023,P,10092310,17573,52719,17573,6238415
12/20/2023,Solidigm,7519,164,164,164,164
12/21/2023,AC,68407,37,74,37,#NUM!
12/21/2023,AD,514113,843,843,843,32034
12/21/2023,C,295386,11468,45872,11468,1123864
12/21/2023,E,8894945,15300,15300,15300,3213000
12/21/2023,G,224314,3843,3843,3843,2636298
12/21/2023,P,1937252,5844,11688,5844,2986284
12/21/2023,Solidigm,29683,8,8,8,8
12/22/2023,AC,113606,282,564,282,#NUM!
12/22/2023,AD,68064,126,126,126,504
12/22/2023,C,5177574,800,2400,800,479200
12/22/2023,E,3101490,30499,30499,30499,10857644
12/22/2023,G,2471187,1138,2276,1138,556482
12/22/2023,P,13702557,12172,24344,12172,3919384
12/22/2023,Solidigm,35587,96,96,96,96
12/23/2023,AC,73184,156,156,156,#NUM!
12/23/2023,AD,703680,390,390,390,12480
12/23/2023,C,7957909,8317,33268,8317,1139429
12/23/2023,E,10095950,22698,22698,22698,5651802
12/23/2023,G,1953904,2930,5860,2930,1901570
12/23/2023,P,13520269,3230,3230,3230,1098200
12/23/2023,Solidigm,25123,58,58,58,58
12/24/2023,AC,35955,258,258,258,#NUM!
12/24/2023,AD,366520,694,694,694,2082
12/24/2023,BE,135280,686,686,686,46648
12/24/2023,C,8344084,7096,21288,7096,1575312
12/24/2023,E,5203273,13855,27710,13855,318665
12/24/2023,G,4328085,2654,5308,2654,2385946
12/24/2023,P,1518829,22751,22751,22751,12581303
12/24/2023,Solidigm,2407,55,55,55,55
12/25/2023,AC,71037,264,528,264,#NUM!
12/25/2023,AD,424833,310,310,310,12090
12/25/2023,C,6063792,2728,8184,2728,147312
12/25/2023,E,2956521,25804,51608,25804,387060
12/25/2023,G,6930729,2831,2831,2831,2383702
12/25/2023,P,14173933,13968,41904,13968,9260784
12/25/2023,Solidigm,5115,70,70,70,70
12/26/2023,AC,85342,53,53,53,#NUM!
12/26/2023,AD,26743,325,325,325,13000
12/26/2023,C,6419452,4438,13314,4438,1291458
12/26/2023,E,5648508,4619,9238,4619,983847
12/26/2023,G,3456814,3311,3311,3311,2248169
12/26/2023,P,7222101,22571,22571,22571,14851718
12/26/2023,Solidigm,22126,91,91,91,91
12/27/2023,AC,140161,153,153,153,#NUM!
12/27/2023,AD,471324,236,236,236,6844
12/27/2023,C,3612213,13048,26096,13048,1187368
12/27/2023,E,10739635,3293,6586,3293,1103155
12/27/2023,G,3637388,2426,2426,2426,1804944
12/27/2023,P,6126377,22457,67371,22457,13743684
12/27/2023,Solidigm,2020,141,141,141,141
12/28/2023,AC,95135,149,149,149,#NUM!
12/28/2023,AD,351399,783,783,783,4698
12/28/2023,C,6028357,2950,5900,2950,510350
12/28/2023,E,11077318,21732,21732,21732,3672708
12/28/2023,G,5868442,4554,9108,4554,755964
12/28/2023,P,4685537,6066,6066,6066,2056374
12/28/2023,Solidigm,30475,88,88,88,88
12/29/2023,AC,43405,86,86,86,#NUM!
12/29/2023,AD,266773,290,290,290,870
12/29/2023,C,6666287,14078,56312,14078,5377796
12/29/2023,E,7641040,25280,50560,25280,3210560
12/29/2023,G,5482241,2730,2730,2730,2708160
12/29/2023,P,938943,9125,27375,9125,3339750
12/29/2023,Solidigm,36904,108,108,108,108
12/30/2023,AC,97040,96,192,96,#NUM!
12/30/2023,AD,562456,563,563,563,12949
12/30/2023,C,1664878,1644,1644,1644,351816
12/30/2023,E,8742169,25564,51128,25564,5317312
12/30/2023,G,5930817,4966,9932,4966,4141644
12/30/2023,P,874529,18211,54633,18211,12292425
12/30/2023,Solidigm,18268,110,110,110,110
12/31/2023,AC,125047,189,189,189,#NUM!
12/31/2023,AD,481782,514,514,514,1542
12/31/2023,C,4915349,9421,9421,9421,4013346
12/31/2023,E,1786046,18322,36644,18322,5789752
12/31/2023,G,4688095,4400,4400,4400,3520000
12/31/2023,P,8369334,1390,1390,1390,507350
12/31/2023,Solidigm,14419,164,164,164,164
1/1/2024,AC,38974,61,61,61,#NUM!
1/1/2024,AD,43682,90,90,90,360
1/1/2024,C,2561129,2615,2615,2615,933555
1/1/2024,E,5325549,12412,12412,12412,4021488
1/1/2024,G,127575,1035,1035,1035,995670
1/1/2024,P,1112246,2858,2858,2858,80024
1/1/2024,Solidigm,1764,7,7,7,7
1/2/2024,AC,41912,138,138,138,#NUM!
1/2/2024,AD,118196,389,389,389,19839
1/2/2024,C,556159,2783,8349,2783,1141030
1/2/2024,E,4287634,8405,8405,8405,2689600
1/2/2024,G,389023,1472,2944,1472,574080
1/2/2024,P,1292727,2809,5618,2809,1407309
1/2/2024,Solidigm,41502,166,166,166,166
1/3/2024,AC,44368,30,30,30,#NUM!
1/3/2024,AD,149544,113,113,113,2147
1/3/2024,C,109426,1247,1247,1247,361630
1/3/2024,E,5444782,11262,11262,11262,146406
1/3/2024,G,501133,453,906,453,172593
1/3/2024,P,1906617,4115,4115,4115,1349720
1/3/2024,Solidigm,2426,27,27,27,27
1/4/2024,AC,18971,118,118,118,#NUM!
1/4/2024,AD,158980,261,261,261,5481
1/4/2024,C,753274,6298,18894,6298,1064362
1/4/2024,E,2827362,10733,10733,10733,2436391
1/4/2024,G,246278,468,468,468,431028
1/4/2024,P,2534984,3870,7740,3870,1242270
1/4/2024,Solidigm,24863,10,10,10,10
1/5/2024,AC,7685,145,145,145,#NUM!
1/5/2024,AD,80671,237,237,237,8532
1/5/2024,C,2421989,2862,8586,2862,1330830
1/5/2024,E,4396585,12470,24940,12470,2631170
1/5/2024,G,73094,1338,1338,1338,1006176
1/5/2024,P,2621499,2922,2922,2922,1566192
1/5/2024,Solidigm,38673,26,26,26,26
1/6/2024,AC,10178,29,29,29,#NUM!
1/6/2024,AD,242753,407,407,407,13838
1/6/2024,C,161030,5130,10260,5130,200070
1/6/2024,E,2762149,7964,7964,7964,2190100
1/6/2024,G,143336,750,1500,750,43500
1/6/2024,P,1916555,3229,3229,3229,1155982
1/6/2024,Solidigm,13309,159,159,159,159
1/7/2024,AC,42371,77,77,77,#NUM!
1/7/2024,AD,196258,219,219,219,1971
1/7/2024,C,2151714,5326,5326,5326,3168970
1/7/2024,E,4353363,7572,7572,7572,2226168
1/7/2024,G,465110,134,268,134,18090
1/7/2024,P,1234603,3529,3529,3529,1051642
1/7/2024,Solidigm,7411,172,172,172,172
1/8/2024,AC,46107,111,111,111,#NUM!
1/8/2024,AD,20073,144,144,144,3744
1/8/2024,C,1706438,943,2829,943,439438
1/8/2024,E,4069862,11114,22228,11114,1433706
1/8/2024,G,391568,1502,3004,1502,1344290
1/8/2024,P,1984814,2634,5268,2634,874488
1/8/2024,Solidigm,6414,104,104,104,104
1/9/2024,AC,44711,22,22,22,#NUM!
1/9/2024,AD,69764,168,168,168,6048
1/9/2024,C,1168522,544,544,544,155584
1/9/2024,E,2640811,11763,23526,11763,1917369
1/9/2024,G,449072,638,1276,638,65076
1/9/2024,P,1351616,5249,5249,5249,4424907
1/9/2024,Solidigm,41521,89,89,89,89
1/10/2024,AC,24773,126,126,126,#NUM!
1/10/2024,AD,73814,375,375,375,9750
1/10/2024,C,729375,330,660,330,126060
1/10/2024,E,2219297,11387,22774,11387,1434762
1/10/2024,G,545279,1428,2856,1428,1140972
1/10/2024,P,2433979,4030,4030,4030,1446770
1/10/2024,Solidigm,35837,90,90,90,90
1/11/2024,AC,21505,19,19,19,#NUM!
1/11/2024,AD,208620,281,281,281,4215
1/11/2024,C,1842457,3129,3129,3129,632058
1/11/2024,E,2685610,10556,10556,10556,1393392
1/11/2024,G,418625,643,643,643,215405
1/11/2024,P,1671498,4653,9306,4653,1065537
1/11/2024,Solidigm,18879,20,20,20,20
1/12/2024,AC,19136,49,49,49,#NUM!
1/12/2024,AD,124194,85,85,85,3145
1/12/2024,C,2431117,2208,6624,2208,1117248
1/12/2024,E,3652721,11005,11005,11005,1320600
1/12/2024,G,508825,1516,3032,1516,93992
1/12/2024,P,2289283,3211,6422,3211,475228
1/12/2024,Solidigm,9029,177,177,177,177
1/13/2024,AC,42167,120,120,120,#NUM!
1/13/2024,AD,253920,416,416,416,7072
1/13/2024,C,1657337,2034,6102,2034,451548
1/13/2024,E,3544145,11962,23924,11962,1734490
1/13/2024,G,524023,1049,1049,1049,326239
1/13/2024,P,2481153,4216,4216,4216,2411552
1/13/2024,Solidigm,27900,82,82,82,82
1/14/2024,AC,19955,33,33,33,#NUM!
1/14/2024,AD,45206,138,138,138,2898
1/14/2024,C,363226,2253,6759,2253,723213
1/14/2024,E,2564721,11453,22906,11453,11453
1/14/2024,G,42665,412,412,412,238136
1/14/2024,P,1448892,5269,10538,5269,1807267
1/14/2024,Solidigm,31193,174,174,174,174
1/15/2024,AC,4573,63,63,63,#NUM!
1/15/2024,AD,53489,279,279,279,13950
1/15/2024,C,613339,6065,6065,6065,3378205
1/15/2024,E,5089735,7329,7329,7329,1722315
1/15/2024,G,78872,1587,1587,1587,1012506
1/15/2024,P,1747666,4998,4998,4998,664734
1/15/2024,Solidigm,1985,99,99,99,99
1/16/2024,AC,32688,75,75,75,#NUM!
1/16/2024,AD,44132,186,186,186,4092
1/16/2024,C,535072,692,2076,692,52592
1/16/2024,E,4127413,10499,20998,10499,2173293
1/16/2024,G,489620,232,232,232,162864
1/16/2024,P,1892383,5339,5339,5339,2920433
1/16/2024,Solidigm,33759,94,94,94,94
1/17/2024,AC,41939,143,143,143,#NUM!
1/17/2024,AD,236293,348,348,348,14964
1/17/2024,C,231349,4108,4108,4108,1544608
1/17/2024,E,2247808,7394,14788,7394,1116494
1/17/2024,G,49348,368,736,368,2576
1/17/2024,P,1365287,4836,4836,4836,2688816
1/17/2024,Solidigm,28396,173,173,173,173
1/18/2024,AC,17323,136,136,136,#NUM!
1/18/2024,AD,34843,292,292,292,2628
1/18/2024,C,2239042,5953,17859,5953,1494203
1/18/2024,E,3043814,11802,11802,11802,2029944
1/18/2024,G,62922,1069,2138,1069,833820
1/18/2024,P,1856542,2775,2775,2775,1512375
1/18/2024,Solidigm,29673,128,128,128,128
1/19/2024,AC,18149,118,118,118,#NUM!
1/19/2024,AD,118271,75,75,75,2925
1/19/2024,C,1942379,549,1647,549,19215
1/19/2024,E,3998841,10730,21460,10730,568690
1/19/2024,G,381740,1480,2960,1480,1333480
1/19/2024,P,1492846,4742,4742,4742,2574906
1/19/2024,Solidigm,19156,169,169,169,169
1/20/2024,AC,20567,76,76,76,#NUM!
1/20/2024,AD,55344,274,274,274,5206
1/20/2024,C,1556978,1680,1680,1680,803040
1/20/2024,E,4299884,12510,25020,12510,4416030
1/20/2024,G,531051,815,815,815,316220
1/20/2024,O,59497,140,140,140,89740
1/20/2024,P,1559921,3656,3656,3656,1414872
1/20/2024,Solidigm,10683,97,97,97,97
1/21/2024,AC,24560,30,30,30,#NUM!
1/21/2024,AD,44590,401,401,401,10827
1/21/2024,C,937779,2080,4160,2080,651040
1/21/2024,E,4699261,10506,10506,10506,304674
1/21/2024,G,298111,1223,2446,1223,966170
1/21/2024,O,89662,213,213,213,74124
1/21/2024,P,1688191,3063,6126,3063,55134
1/21/2024,Solidigm,36776,7,7,7,7
1/22/2024,AC,32549,76,76,76,#NUM!
1/22/2024,AD,136991,149,149,149,4768
1/22/2024,C,1904984,4097,12291,4097,1311040
1/22/2024,E,2382775,10861,10861,10861,2682667
1/22/2024,G,69186,765,765,765,301410
1/22/2024,O,62719,13,13,13,1365
1/22/2024,P,1684005,3930,3930,3930,664170
1/22/2024,Solidigm,4806,28,28,28,28
1/23/2024,AC,43014,22,22,22,#NUM!
1/23/2024,AD,31559,302,302,302,14798
1/23/2024,C,1314139,867,1734,867,19074
1/23/2024,E,4919329,8049,16098,8049,2913738
1/23/2024,G,199861,238,476,238,77112
1/23/2024,O,91031,219,219,219,89571
1/23/2024,P,2547836,4462,4462,4462,1860654
1/23/2024,Solidigm,23606,33,33,33,33
1/24/2024,AC,25858,134,134,134,#NUM!
1/24/2024,AD,126331,313,313,313,9077
1/24/2024,C,2414926,462,924,462,214368
1/24/2024,E,5123929,13412,13412,13412,4037012
1/24/2024,G,27199,1008,2016,1008,935424
1/24/2024,O,38725,181,181,181,46879
1/24/2024,P,1643328,3509,3509,3509,894795
1/24/2024,Solidigm,1219,45,45,45,45
1/25/2024,AC,40635,137,137,137,#NUM!
1/25/2024,AD,119957,398,398,398,14328
1/25/2024,C,1216757,4556,13668,4556,678844
1/25/2024,E,5383605,12766,25532,12766,4110652
1/25/2024,G,48922,133,266,133,5453
1/25/2024,O,94412,16,16,16,6464
1/25/2024,P,2667572,5032,10064,5032,3034296
1/25/2024,Solidigm,21927,66,66,66,66
1/26/2024,AC,35188,61,61,61,#NUM!
1/26/2024,AD,31319,416,416,416,5408
1/26/2024,C,328434,859,859,859,7731
1/26/2024,E,5055067,8411,16822,8411,1211184
1/26/2024,G,500246,846,846,846,812160
1/26/2024,O,90832,22,22,22,3674
1/26/2024,P,1564317,2665,2665,2665,2046720
1/27/2024,AC,30811,79,79,79,#NUM!
1/27/2024,AD,175682,309,309,309,1854
1/27/2024,C,1939478,3227,6454,3227,1332751
1/27/2024,E,4485635,13439,26878,13439,3561335
1/27/2024,G,358150,422,844,422,67520
1/27/2024,O,62236,178,178,178,69954
1/27/2024,P,2296433,3636,7272,3636,2090700
1/27/2024,Solidigm,37899,54,54,54,54
1/28/2024,AC,17300,101,101,101,#NUM!
1/28/2024,AD,143875,102,102,102,306
1/28/2024,C,1227312,3918,7836,3918,2378226
1/28/2024,E,5084703,13604,13604,13604,3509832
1/28/2024,G,228018,873,1746,873,374517
1/28/2024,O,67787,2,2,2,186
1/28/2024,P,2230991,5214,10428,5214,1824900
1/28/2024,Solidigm,33772,24,24,24,24
1/29/2024,AC,3674,128,128,128,#NUM!
1/29/2024,AD,105879,235,235,235,3290
1/29/2024,C,963965,3396,3396,3396,455064
1/29/2024,E,2286236,10493,20986,10493,451199
1/29/2024,G,128401,1135,1135,1135,212245
1/29/2024,O,42803,127,127,127,40132
1/29/2024,P,2390893,3033,6066,3033,357894
1/29/2024,Solidigm,22941,65,65,65,65
1/30/2024,AC,29866,51,51,51,#NUM!
1/30/2024,AD,221467,342,342,342,18126
1/30/2024,C,1936476,5125,10250,5125,1045500
1/30/2024,E,3297402,10205,10205,10205,428610
1/30/2024,G,181125,700,1400,700,6300
1/30/2024,O,71364,153,153,153,459
1/30/2024,P,1164109,3923,3923,3923,1475048
1/31/2024,AC,29774,147,147,147,#NUM!
1/31/2024,AD,97925,97,97,97,2619
1/31/2024,C,1863678,3789,3789,3789,1803564
1/31/2024,E,2131519,11690,11690,11690,2606870
1/31/2024,G,207137,1272,1272,1272,898032
1/31/2024,O,39941,64,64,64,14272
1/31/2024,P,1485837,3058,6116,3058,1880670
1/31/2024,Solidigm,16969,106,106,106,106
2/1/2024,AC,38133,86,86,86,#NUM!
2/1/2024,AD,131764,339,339,339,2034
2/1/2024,C,346199,1133,2266,1133,19261
2/1/2024,E,3979948,9893,9893,9893,1018979
2/1/2024,G,33715,256,256,256,212224
2/1/2024,O,5479,199,199,199,29054
2/1/2024,P,1621907,2883,2883,2883,8649
2/1/2024,Solidigm,26486,153,153,153,153
2/2/2024,AC,21257,130,130,130,#NUM!
2/2/2024,AD,116271,295,295,295,4130
2/2/2024,C,1921820,706,2118,706,154614
2/2/2024,E,4221451,12468,24936,12468,922632
2/2/2024,G,244766,797,797,797,284529
2/2/2024,O,18819,105,105,105,17220
2/2/2024,P,1788417,5349,10698,5349,2262627
2/3/2024,AC,16734,22,22,22,#NUM!
2/3/2024,AD,96728,84,84,84,420
2/3/2024,C,2647693,3304,9912,3304,713664
2/3/2024,E,2413319,11719,23438,11719,2367238
2/3/2024,G,514775,1119,2238,1119,1055217
2/3/2024,O,80962,32,32,32,18368
2/3/2024,P,1734543,4447,8894,4447,671497
2/4/2024,AC,33091,130,130,130,#NUM!
2/4/2024,AD,151887,255,255,255,14025
2/4/2024,C,2745298,3262,3262,3262,1158010
2/4/2024,E,5309923,13936,27872,13936,4111120
2/4/2024,G,450643,616,1232,616,535304
2/4/2024,O,64896,232,232,232,118320
2/4/2024,P,1807536,3781,3781,3781,2915151
2/5/2024,AC,27497,103,103,103,#NUM!
2/5/2024,AD,146681,194,194,194,6208
2/5/2024,C,103709,3723,11169,3723,476544
2/5/2024,E,3500559,12231,24462,12231,3449142
2/5/2024,G,283676,407,407,407,243386
2/5/2024,O,26798,11,11,11,5159
2/5/2024,P,1354863,4562,4562,4562,515506
2/6/2024,AC,49097,144,144,144,#NUM!
2/6/2024,AD,103609,214,214,214,7490
2/6/2024,C,269573,1616,1616,1616,263408
2/6/2024,E,2540832,7959,15918,7959,2053422
2/6/2024,G,94208,228,228,228,5244
2/6/2024,O,78710,81,81,81,49572
2/6/2024,P,1808709,5277,5277,5277,2780979
2/7/2024,AC,23604,83,83,83,#NUM!
2/7/2024,AD,80097,102,102,102,3060
2/7/2024,C,1173425,1463,4389,1463,269192
2/7/2024,E,2541255,10810,10810,10810,918850
2/7/2024,G,145548,382,764,382,288028
2/7/2024,O,11409,44,44,44,18524
2/7/2024,P,2628183,2772,5544,2772,1449756
2/8/2024,AC,8980,82,82,82,#NUM!
2/8/2024,AD,114385,357,357,357,18207
2/8/2024,C,2174017,3486,3486,3486,3486
2/8/2024,E,4720806,9031,9031,9031,343178
2/8/2024,G,380219,361,361,361,146205
2/8/2024,O,79831,135,135,135,89100
2/8/2024,P,2360669,3020,3020,3020,1679120
2/9/2024,AC,6051,56,56,56,#NUM!
2/9/2024,AD,78420,165,165,165,2475
2/9/2024,C,1594692,5826,5826,5826,2720742
2/9/2024,E,3190655,11081,22162,11081,1983499
2/9/2024,G,181603,1306,2612,1306,160638
2/9/2024,O,3067,184,184,184,56856
2/9/2024,P,1688006,4252,4252,4252,901424
2/10/2024,AC,24591,64,64,64,#NUM!
2/10/2024,AD,22578,328,328,328,656
2/10/2024,C,1003588,858,1716,858,487344
2/10/2024,E,3759473,10732,10732,10732,1760048
2/10/2024,G,515624,988,988,988,300352
2/10/2024,O,942,139,139,139,68249
2/10/2024,P,1952367,4740,4740,4740,1630560
2/10/2024,N,24574,9,9,9,9
2/11/2024,AC,19682,108,108,108,#NUM!
2/11/2024,AD,95699,193,193,193,4825
2/11/2024,C,1187401,4620,13860,4620,1159620
2/11/2024,E,4247423,12934,12934,12934,4307022
2/11/2024,G,272566,540,540,540,73980
2/11/2024,O,27248,197,197,197,74466
2/11/2024,P,2221862,3447,3447,3447,158562
2/11/2024,N,14084,4,4,4,4
2/12/2024,AC,7009,81,81,81,#NUM!
2/12/2024,AD,181922,264,264,264,3432
2/12/2024,C,779738,4527,4527,4527,2249919
2/12/2024,E,2132359,10926,21852,10926,120186
2/12/2024,G,62754,1355,2710,1355,314360
2/12/2024,O,34176,142,142,142,52966
2/12/2024,P,1070172,3728,3728,3728,2568592
2/12/2024,N,18070,24,24,24,24
2/13/2024,AC,18679,136,136,136,#NUM!
2/13/2024,AD,249482,154,154,154,2464
2/13/2024,C,475748,3845,7690,3845,1480325
2/13/2024,E,4457897,9048,18096,9048,705744
2/13/2024,G,224201,1265,2530,1265,187220
2/13/2024,O,56549,239,239,239,158935
2/13/2024,P,1405041,3758,7516,3758,1180012
2/13/2024,N,32602,12,12,12,12
2/14/2024,AC,46132,22,22,22,#NUM!
2/14/2024,AD,51879,176,176,176,2816
2/14/2024,C,2104603,1140,1140,1140,531240
2/14/2024,E,5265875,9533,9533,9533,1839869
2/14/2024,G,488397,189,378,189,120204
2/14/2024,O,58198,150,150,150,90450
2/14/2024,P,2209991,4278,4278,4278,2716530
2/14/2024,N,8701,13,13,13,13
2/15/2024,AC,38113,113,113,113,#NUM!
2/15/2024,AD,114852,307,307,307,12894
2/15/2024,C,1078154,3852,3852,3852,2330460
2/15/2024,E,2165394,11961,23922,11961,3002211
2/15/2024,G,502260,806,1612,806,103168
2/15/2024,O,44089,192,192,192,120960
2/15/2024,P,1487696,4202,8404,4202,937046
2/15/2024,N,10476,26,26,26,26
2/16/2024,AC,21457,80,80,80,#NUM!
2/16/2024,AD,189392,409,409,409,18814
2/16/2024,C,1564010,6076,12152,6076,364560
2/16/2024,E,3178472,12005,12005,12005,3685535
2/16/2024,G,43680,434,868,434,54250
2/16/2024,O,22882,136,136,136,66504
2/16/2024,P,1992442,2999,2999,2999,221926
2/16/2024,N,5164,18,18,18,18
2/17/2024,AC,45301,125,125,125,#NUM!
2/17/2024,AD,114108,269,269,269,4573
2/17/2024,C,1882249,6232,12464,6232,1545536
2/17/2024,E,2215202,7219,7219,7219,2209014
2/17/2024,G,539508,1420,2840,1420,971280
2/17/2024,O,81242,115,115,115,44045
2/17/2024,P,2245360,2599,5198,2599,1725736
2/17/2024,N,25094,22,22,22,22
2/18/2024,AC,5742,118,118,118,#NUM!
2/18/2024,AD,158515,261,261,261,9135
2/18/2024,C,463097,1567,3134,1567,122226
2/18/2024,E,4311881,12150,12150,12150,546750
2/18/2024,G,85946,866,866,866,639974
2/18/2024,O,78758,150,150,150,59550
2/18/2024,P,1185686,5264,10528,5264,1610784
2/18/2024,N,30908,16,16,16,16
2/19/2024,AC,10242,134,134,134,#NUM!
2/19/2024,AD,142122,307,307,307,10745
2/19/2024,C,783422,1633,3266,1633,380489
2/19/2024,E,2536672,7062,7062,7062,501402
2/19/2024,G,277777,1457,1457,1457,871286
2/19/2024,O,50028,120,120,120,69960
2/19/2024,P,1476106,4596,4596,4596,864048
2/19/2024,N,38498,22,22,22,22
2/20/2024,AC,35988,111,111,111,#NUM!
2/20/2024,AD,49328,271,271,271,5420
2/20/2024,C,2437786,734,734,734,153406
2/20/2024,E,2985927,7635,7635,7635,473370
2/20/2024,G,348795,393,786,393,365883
2/20/2024,O,94617,144,144,144,61488
2/20/2024,P,1949777,2793,2793,2793,287679
2/20/2024,N,16570,13,13,13,13
2/21/2024,AC,8540,145,145,145,#NUM!
2/21/2024,AD,113026,359,359,359,10770
2/21/2024,C,1123451,3316,3316,3316,192328
2/21/2024,E,4872296,9353,9353,9353,3413845
2/21/2024,G,375431,481,481,481,144781
2/21/2024,O,16204,204,204,204,108324
2/21/2024,P,2082744,2905,5810,2905,816305
2/21/2024,N,18632,13,13,13,13
2/22/2024,AC,13663,50,50,50,#NUM!
2/22/2024,AD,82435,176,176,176,1584
2/22/2024,C,2170843,2652,5304,2652,753168
2/22/2024,E,3247259,12111,24222,12111,1114212
2/22/2024,G,442664,1144,1144,1144,602888
2/22/2024,O,64440,73,73,73,17009
2/22/2024,P,1406211,4806,9612,4806,249912
2/22/2024,N,36597,25,25,25,25
2/23/2024,AC,23396,142,142,142,#NUM!
2/23/2024,AD,94712,212,212,212,7844
2/23/2024,C,1840117,3757,11271,3757,1810874
2/23/2024,E,4602953,13005,26010,13005,2314890
2/23/2024,G,296579,497,497,497,302673
2/23/2024,O,79657,158,158,158,45662
2/23/2024,P,2437588,4980,9960,4980,114540
2/23/2024,N,20059,8,8,8,8
2/24/2024,AC,4566,64,64,64,#NUM!
2/24/2024,AD,101724,280,280,280,6720
2/24/2024,C,1508336,6124,12248,6124,992088
2/24/2024,E,2277448,9536,19072,9536,762880
2/24/2024,G,429828,430,860,430,70520
2/24/2024,O,92997,131,131,131,11921
2/24/2024,P,2569137,3899,3899,3899,38990
2/24/2024,N,2224,20,20,20,20
2/25/2024,AC,12048,129,129,129,#NUM!
2/25/2024,AD,151346,302,302,302,7248
2/25/2024,C,2246474,3679,3679,3679,1456884
2/25/2024,E,2140605,13708,13708,13708,3372168
2/25/2024,G,377973,1013,2026,1013,784062
2/25/2024,O,21894,161,161,161,85330
2/25/2024,P,1163790,4947,9894,4947,2404242
2/25/2024,N,7101,9,9,9,9
2/26/2024,AC,28814,137,137,137,#NUM!
